Gene	Fam	Cat
Bgt-50399	NonEff	NonEff
Bgt-50400	NonEff	NonEff
BgtE-10118-2	NonEff	NonEff
Bgt-4699	NonEff	NonEff
Bgt-25	NonEff	NonEff
Bgt-4732	NonEff	NonEff
Bgt-4407	NonEff	NonEff
Bgt-3557	NonEff	NonEff
Bgt-1269	NonEff	NonEff
Bgt-50048	NonEff	NonEff
Bgt-20613	NonEff	NonEff
Bgt-50045	NonEff	NonEff
Bgt-50047	NonEff	NonEff
Bgt-50044	NonEff	NonEff
Bgt-50046	NonEff	NonEff
Bgt-50042	NonEff	NonEff
Bgt-50041	NonEff	NonEff
Bgt-51361	NonEff	NonEff
Bgt-51360	NonEff	NonEff
Bgt-20273	NonEff	NonEff
Bgt-522	NonEff	NonEff
Bgt-179	NonEff	NonEff
Bgt-51356	NonEff	NonEff
Bgt-51355	NonEff	NonEff
Bgt-51354	NonEff	NonEff
Bgt-20702	NonEff	NonEff
Bgt-51353	NonEff	NonEff
Bgt-5310	NonEff	NonEff
Bgt-4768	NonEff	NonEff
Bgt-1019	NonEff	NonEff
BgtA-20562	NonEff	NonEff
Bgt-372	NonEff	NonEff
Bgt-4767	NonEff	NonEff
Bgt-1029	NonEff	NonEff
Bgt-1029-2	NonEff	NonEff
Bgt-1302	NonEff	NonEff
Bgt-845	NonEff	NonEff
Bgt-704	NonEff	NonEff
Bgt-1083	NonEff	NonEff
Bgt-4943	NonEff	NonEff
BgtA-20564	NonEff	NonEff
Bgt-51351	NonEff	NonEff
Bgt-288	NonEff	NonEff
BgtA-20589	NonEff	NonEff
Bgt-20876	NonEff	NonEff
Bgt-18	NonEff	NonEff
Bgt-4610	NonEff	NonEff
Bgt-4939	NonEff	NonEff
Bgt-2338	NonEff	NonEff
BgtA-20767	NonEff	NonEff
Bgt-3560	NonEff	NonEff
Bgt-4814	NonEff	NonEff
Bgt-866	NonEff	NonEff
BgtA-20280	NonEff	NonEff
Bgt-4350	NonEff	NonEff
Bgt-2936	NonEff	NonEff
BgtE-5642-2	NonEff	NonEff
Bgt-50628	NonEff	NonEff
Bgt-2091	NonEff	NonEff
Bgt-50629	NonEff	NonEff
Bgt-1165	NonEff	NonEff
Bgt-3139	NonEff	NonEff
Bgt-1181	NonEff	NonEff
Bgt-4860	NonEff	NonEff
Bgt-3068	NonEff	NonEff
Bgt-492	NonEff	NonEff
Bgt-104	NonEff	NonEff
Bgt-50624	NonEff	NonEff
Bgt-763	NonEff	NonEff
BgtAc-30395	NonEff	NonEff
Bgt-507	NonEff	NonEff
Bgt-50622	NonEff	NonEff
Bgt-50620	NonEff	NonEff
Bgt-50621	NonEff	NonEff
BgtA-21291	NonEff	NonEff
Bgt-50619	NonEff	NonEff
BgtA-20787	NonEff	NonEff
Bgt-50615	NonEff	NonEff
Bgt-3395	NonEff	NonEff
Bgt-2512	NonEff	NonEff
Bgt-2514	NonEff	NonEff
BgtA-20728	NonEff	NonEff
Bgt-2511	NonEff	NonEff
Bgt-4738	NonEff	NonEff
Bgt-20296-2	NonEff	NonEff
Bgt-2513	NonEff	NonEff
Bgt-4726	NonEff	NonEff
Bgt-4010	NonEff	NonEff
Bgt-4021	NonEff	NonEff
BgtAc-30160	NonEff	NonEff
Bgt-928	NonEff	NonEff
Bgt-2906	NonEff	NonEff
Bgt-2581	NonEff	NonEff
Bgt-5216	NonEff	NonEff
Bgt-5215	NonEff	NonEff
Bgt-3699	NonEff	NonEff
Bgt-4887	NonEff	NonEff
Bgt-4884	NonEff	NonEff
Bgt-3355	NonEff	NonEff
Bgt-283	NonEff	NonEff
Bgt-2783	NonEff	NonEff
Bgt-4004	NonEff	NonEff
Bgt-4023	NonEff	NonEff
Bgt-50610	NonEff	NonEff
Bgt-50609	NonEff	NonEff
Bgt-50612	NonEff	NonEff
Bgt-2779-2	NonEff	NonEff
Bgt-2779	NonEff	NonEff
Bgt-4267	NonEff	NonEff
Bgt-3995	NonEff	NonEff
Bgt-1179	NonEff	NonEff
Bgt-4996	NonEff	NonEff
BgtA-20841	NonEff	NonEff
BgtA-20708	NonEff	NonEff
BgtA-20709	NonEff	NonEff
Bgt-305	NonEff	NonEff
Bgt-4024	NonEff	NonEff
Bgt-4025	NonEff	NonEff
Bgt-1190	NonEff	NonEff
Bgt-50605	NonEff	NonEff
Bgt-50604	NonEff	NonEff
Bgt-681	NonEff	NonEff
Bgt-50602	NonEff	NonEff
BgtA-20941	NonEff	NonEff
Bgt-2240	NonEff	NonEff
Bgt-2798	NonEff	NonEff
Bgt-4026	NonEff	NonEff
Bgt-4027	NonEff	NonEff
Bgt-3986	NonEff	NonEff
BgtA-20469	NonEff	NonEff
Bgt-5266	NonEff	NonEff
Bgt-5475	NonEff	NonEff
Bgt-2239	NonEff	NonEff
Bgt-428	NonEff	NonEff
Bgt-813	NonEff	NonEff
Bgt-723	NonEff	NonEff
Bgt-2111	NonEff	NonEff
Bgt-4076	NonEff	NonEff
BgtAc-31231	NonEff	NonEff
BgtA-21440	NonEff	NonEff
BgtA-20591	NonEff	NonEff
Bgt-2105	NonEff	NonEff
Bgt-4537	NonEff	NonEff
Bgt-5114	NonEff	NonEff
Bgt-1163	NonEff	NonEff
Bgt-536-2	NonEff	NonEff
Bgt-536	NonEff	NonEff
Bgt-546	NonEff	NonEff
Bgt-4071	NonEff	NonEff
BgtA-20098	NonEff	NonEff
Bgt-1154	NonEff	NonEff
Bgt-1155	NonEff	NonEff
Bgt-4391	NonEff	NonEff
Bgt-2979	NonEff	NonEff
Bgt-51168	NonEff	NonEff
Bgt-51167	NonEff	NonEff
BgtA-21264	NonEff	NonEff
Bgt-2432	NonEff	NonEff
Bgt-5018	NonEff	NonEff
Bgt-4680	NonEff	NonEff
Bgt-2917	NonEff	NonEff
Bgt-2433	NonEff	NonEff
Bgt-4947	NonEff	NonEff
Bgt-2435	NonEff	NonEff
Bgt-2430	NonEff	NonEff
Bgt-5089	NonEff	NonEff
Bgt-4545	NonEff	NonEff
BgtA-21408	NonEff	NonEff
Bgt-456	NonEff	NonEff
Bgt-3149	NonEff	NonEff
Bgt-3593	NonEff	NonEff
Bgt-5115	NonEff	NonEff
Bgt-2967	NonEff	NonEff
Bgt-51162	NonEff	NonEff
Bgt-50834	NonEff	NonEff
Bgt-51158	NonEff	NonEff
Bgt-51159	NonEff	NonEff
Bgt-51161	NonEff	NonEff
Bgt-2895	NonEff	NonEff
Bgt-20068-2	NonEff	NonEff
Bgt-51155	NonEff	NonEff
Bgt-60035	NonEff	NonEff
Bgt-51153	NonEff	NonEff
Bgt-20068	NonEff	NonEff
Bgt-51156	NonEff	NonEff
Bgt-60034	NonEff	NonEff
Bgt-20296	NonEff	NonEff
Bgt-51149	NonEff	NonEff
Bgt-51148	NonEff	NonEff
Bgt-51595	NonEff	NonEff
Bgt-51596	NonEff	NonEff
Bgt-20319	NonEff	NonEff
Bgt-20062	NonEff	NonEff
Bgt-2167	NonEff	NonEff
Bgt-3031	NonEff	NonEff
Bgt-3032	NonEff	NonEff
Bgt-220	NonEff	NonEff
Bgt-5307	NonEff	NonEff
Bgt-1353	NonEff	NonEff
Bgt-5313	NonEff	NonEff
Bgt-4339	NonEff	NonEff
BgtA-20536	NonEff	NonEff
BgtA-20537	NonEff	NonEff
BgtAc-30538	NonEff	NonEff
Bgt-5399	NonEff	NonEff
Bgt-4331	NonEff	NonEff
Bgt-986	NonEff	NonEff
BgtAc-30539	NonEff	NonEff
Bgt-20332	NonEff	NonEff
Bgt-3685	NonEff	NonEff
Bgt-20558	NonEff	NonEff
Bgt-50463	NonEff	NonEff
BgtA-20912	NonEff	NonEff
Bgt-50415	NonEff	NonEff
Bgt-51478	NonEff	NonEff
Bgt-51481	NonEff	NonEff
Bgt-51482	NonEff	NonEff
Bgt-51479	NonEff	NonEff
Bgt-51480	NonEff	NonEff
Bgt-286	NonEff	NonEff
Bgt-3134	NonEff	NonEff
Bgt-51484	NonEff	NonEff
Bgt-51483	NonEff	NonEff
BgtA-20860	NonEff	NonEff
BgtA-20859	NonEff	NonEff
Bgt-51485	NonEff	NonEff
Bgt-51486	NonEff	NonEff
BgtAc-31504	NonEff	NonEff
Bgt-20069	NonEff	NonEff
Bgt-50539	NonEff	NonEff
Bgt-50540	NonEff	NonEff
Bgt-3253	NonEff	NonEff
Bgt-50542	NonEff	NonEff
BgtA-21326	NonEff	NonEff
Bgt-20072	NonEff	NonEff
Bgt-279	NonEff	NonEff
Bgt-50668	NonEff	NonEff
Bgt-20292	NonEff	NonEff
Bgt-20071	NonEff	NonEff
Bgt-848	NonEff	NonEff
Bgt-60022	NonEff	NonEff
Bgt-20295	NonEff	NonEff
Bgt-20499-2	NonEff	NonEff
Bgt-20439	NonEff	NonEff
BgtA-20799	NonEff	NonEff
Bgt-50112	NonEff	NonEff
Bgt-50113	NonEff	NonEff
Bgt-20304	NonEff	NonEff
Bgt-50116	NonEff	NonEff
Bgt-50117	NonEff	NonEff
Bgt-50115	NonEff	NonEff
Bgt-20022-2	NonEff	NonEff
Bgt-50120	NonEff	NonEff
Bgt-50122	NonEff	NonEff
Bgt-50124	NonEff	NonEff
Bgt-20255	NonEff	NonEff
Bgt-4430	NonEff	NonEff
Bgt-3567	NonEff	NonEff
Bgt-20893	NonEff	NonEff
BgtE-20092	NonEff	NonEff
Bgt-1701	NonEff	NonEff
BgtA-20384	NonEff	NonEff
Bgt-20696-2	NonEff	NonEff
BgtAc-30820	NonEff	NonEff
Bgt-2541	NonEff	NonEff
Bgt-5176-2	NonEff	NonEff
Bgt-5176	NonEff	NonEff
Bgt-3375	NonEff	NonEff
Bgt-1732	NonEff	NonEff
Bgt-50275	NonEff	NonEff
BgtAc-31136	NonEff	NonEff
Bgt-50278	NonEff	NonEff
Bgt-50277	NonEff	NonEff
Bgt-20021-2	NonEff	NonEff
BgtAc-31433	NonEff	NonEff
Bgt-50276	NonEff	NonEff
Bgt-50837	NonEff	NonEff
Bgt-50272	NonEff	NonEff
Bgt-3620	NonEff	NonEff
Bgt-4575	NonEff	NonEff
Bgt-4575-2	NonEff	NonEff
Bgt-4574	NonEff	NonEff
BgtA-20625	NonEff	NonEff
Bgt-50271	NonEff	NonEff
Bgt-50269	NonEff	NonEff
Bgt-50268	NonEff	NonEff
Bgt-50592	NonEff	NonEff
Bgt-50737	NonEff	NonEff
Bgt-51925	NonEff	NonEff
Bgt-20201-3	NonEff	NonEff
Bgt-2686	NonEff	NonEff
Bgt-51923	NonEff	NonEff
Bgt-5531	NonEff	NonEff
Bgt-3405	NonEff	NonEff
Bgt-51924	NonEff	NonEff
Bgt-3808	NonEff	NonEff
Bgt-1123	NonEff	NonEff
Bgt-1098	NonEff	NonEff
Bgt-3643-2	NonEff	NonEff
Bgt-3643	NonEff	NonEff
Bgt-947	NonEff	NonEff
Bgt-1444	NonEff	NonEff
Bgt-4434	NonEff	NonEff
Bgt-3200	NonEff	NonEff
Bgt-51922	NonEff	NonEff
BgtA-20090	NonEff	NonEff
Bgt-87	NonEff	NonEff
Bgt-1017	NonEff	NonEff
Bgt-4776	NonEff	NonEff
Bgt-967	NonEff	NonEff
Bgt-308	NonEff	NonEff
Bgt-1024	NonEff	NonEff
Bgt-1028	NonEff	NonEff
Bgt-2640	NonEff	NonEff
Bgt-1099	NonEff	NonEff
Bgt-1100-2	NonEff	NonEff
Bgt-1100	NonEff	NonEff
Bgt-51919	NonEff	NonEff
BgtA-20092	NonEff	NonEff
Bgt-81	NonEff	NonEff
Bgt-4162-2	NonEff	NonEff
Bgt-4162	NonEff	NonEff
Bgt-1033	NonEff	NonEff
Bgt-51918	NonEff	NonEff
Bgt-1127	NonEff	NonEff
Bgt-969	NonEff	NonEff
Bgt-3520	NonEff	NonEff
Bgt-3819	NonEff	NonEff
Bgt-1067	NonEff	NonEff
Bgt-60026	NonEff	NonEff
BgtA-20659	NonEff	NonEff
Bgt-20317	NonEff	NonEff
Bgt-3451	NonEff	NonEff
Bgt-5473	NonEff	NonEff
Bgt-5418	NonEff	NonEff
Bgt-50382	NonEff	NonEff
Bgt-20591	NonEff	NonEff
Bgt-4392-2	NonEff	NonEff
Bgt-4392	NonEff	NonEff
Bgt-4415	NonEff	NonEff
Bgt-4556	NonEff	NonEff
Bgt-1145	NonEff	NonEff
Bgt-1189	NonEff	NonEff
Bgt-4829	NonEff	NonEff
BgtE-3239	NonEff	NonEff
BgtA-21304	NonEff	NonEff
Bgt-542	NonEff	NonEff
Bgt-51520	NonEff	NonEff
BgtA-20577	NonEff	NonEff
Bgt-1624	NonEff	NonEff
BgtA-20578	NonEff	NonEff
Bgt-51519	NonEff	NonEff
Bgt-4734	NonEff	NonEff
Bgt-1623	NonEff	NonEff
Bgt-4019	NonEff	NonEff
Bgt-4007	NonEff	NonEff
Bgt-1117	NonEff	NonEff
Bgt-2125	NonEff	NonEff
Bgt-4883	NonEff	NonEff
Bgt-1683	NonEff	NonEff
Bgt-1548	NonEff	NonEff
Bgt-1682	NonEff	NonEff
Bgt-4016	NonEff	NonEff
Bgt-3997	NonEff	NonEff
Bgt-3993	NonEff	NonEff
Bgt-1108	NonEff	NonEff
Bgt-4447	NonEff	NonEff
Bgt-2655	NonEff	NonEff
Bgt-51518	NonEff	NonEff
Bgt-1622	NonEff	NonEff
Bgt-1608	NonEff	NonEff
Bgt-3954	NonEff	NonEff
Bgt-2499	NonEff	NonEff
Bgt-2501	NonEff	NonEff
Bgt-4504	NonEff	NonEff
Bgt-4504-2	NonEff	NonEff
Bgt-4503	NonEff	NonEff
Bgt-4765	NonEff	NonEff
Bgt-3532	NonEff	NonEff
Bgt-4505	NonEff	NonEff
BgtA-20391	NonEff	NonEff
Bgt-2510	NonEff	NonEff
Bgt-2508	NonEff	NonEff
Bgt-1115	NonEff	NonEff
BgtA-20390	NonEff	NonEff
Bgt-1113	NonEff	NonEff
Bgt-4921	NonEff	NonEff
Bgt-4923	NonEff	NonEff
Bgt-3949	NonEff	NonEff
Bgt-173	NonEff	NonEff
Bgt-3984	NonEff	NonEff
Bgt-84	NonEff	NonEff
Bgt-1604	NonEff	NonEff
Bgt-3956	NonEff	NonEff
Bgt-1607	NonEff	NonEff
Bgt-3952	NonEff	NonEff
Bgt-660	NonEff	NonEff
BgtA-21416	NonEff	NonEff
Bgt-1621	NonEff	NonEff
BgtA-20821	NonEff	NonEff
Bgt-683	NonEff	NonEff
Bgt-2500	NonEff	NonEff
Bgt-4390	NonEff	NonEff
Bgt-3845	NonEff	NonEff
Bgt-3841	NonEff	NonEff
Bgt-1107	NonEff	NonEff
Bgt-4910	NonEff	NonEff
BgtA-20432	NonEff	NonEff
Bgt-51975	NonEff	NonEff
Bgt-51977	NonEff	NonEff
BgtA-20284	NonEff	NonEff
Bgt-3803	NonEff	NonEff
Bgt-3103	NonEff	NonEff
Bgt-51976	NonEff	NonEff
Bgt-896	NonEff	NonEff
Bgt-294	NonEff	NonEff
Bgt-4867	NonEff	NonEff
Bgt-4865	NonEff	NonEff
Bgt-1794	NonEff	NonEff
Bgt-3818	NonEff	NonEff
Bgt-3842	NonEff	NonEff
Bgt-5421	NonEff	NonEff
Bgt-3817	NonEff	NonEff
Bgt-1855	NonEff	NonEff
Bgt-3816	NonEff	NonEff
Bgt-5234	NonEff	NonEff
Bgt-429	NonEff	NonEff
BgtA-20237	NonEff	NonEff
Bgt-5	NonEff	NonEff
Bgt-1035	NonEff	NonEff
BgtA-20238	NonEff	NonEff
Bgt-4316	NonEff	NonEff
BgtA-20239	NonEff	NonEff
Bgt-4470	NonEff	NonEff
Bgt-3844	NonEff	NonEff
Bgt-711-2	NonEff	NonEff
Bgt-711	NonEff	NonEff
Bgt-4471	NonEff	NonEff
Bgt-51972	NonEff	NonEff
Bgt-51973	NonEff	NonEff
Bgt-51971	NonEff	NonEff
Bgt-3133	NonEff	NonEff
BgtA-21066	NonEff	NonEff
Bgt-371	NonEff	NonEff
Bgt-3866	NonEff	NonEff
Bgt-543	NonEff	NonEff
Bgt-2594	NonEff	NonEff
Bgt-174-2	NonEff	NonEff
Bgt-3862	NonEff	NonEff
Bgt-3868	NonEff	NonEff
Bgt-3865	NonEff	NonEff
Bgt-3840	NonEff	NonEff
Bgt-51997	NonEff	NonEff
Bgt-3843	NonEff	NonEff
BgtA-21232	NonEff	NonEff
Bgt-51996	NonEff	NonEff
Bgt-51995	NonEff	NonEff
Bgt-51993	NonEff	NonEff
Bgt-51991	NonEff	NonEff
Bgt-51990	NonEff	NonEff
Bgt-1478-2	NonEff	NonEff
Bgt-51989	NonEff	NonEff
BgtA-20951	NonEff	NonEff
Bgt-51987	NonEff	NonEff
Bgt-51985	NonEff	NonEff
Bgt-51984	NonEff	NonEff
Bgt-51986	NonEff	NonEff
Bgt-20337	NonEff	NonEff
Bgt-51983	NonEff	NonEff
Bgt-20047	NonEff	NonEff
Bgt-51982	NonEff	NonEff
Bgt-1503	NonEff	NonEff
Bgt-1475	NonEff	NonEff
Bgt-1475-2	NonEff	NonEff
Bgt-4167	NonEff	NonEff
Bgt-1476	NonEff	NonEff
Bgt-3994	NonEff	NonEff
Bgt-3591	NonEff	NonEff
Bgt-1671	NonEff	NonEff
Bgt-1672	NonEff	NonEff
Bgt-1670	NonEff	NonEff
Bgt-4940	NonEff	NonEff
Bgt-972	NonEff	NonEff
Bgt-651	NonEff	NonEff
Bgt-4337	NonEff	NonEff
Bgt-3698	NonEff	NonEff
Bgt-20426	NonEff	NonEff
Bgt-4211	NonEff	NonEff
Bgt-2276	NonEff	NonEff
Bgt-4382	NonEff	NonEff
Bgt-2227	NonEff	NonEff
Bgt-1669	NonEff	NonEff
Bgt-1673	NonEff	NonEff
Bgt-2929	NonEff	NonEff
BgtA-20675	NonEff	NonEff
Bgt-1096	NonEff	NonEff
Bgt-1095	NonEff	NonEff
Bgt-51511	NonEff	NonEff
Bgt-2258	NonEff	NonEff
Bgt-2257	NonEff	NonEff
Bgt-2261	NonEff	NonEff
Bgt-5397	NonEff	NonEff
Bgt-2260	NonEff	NonEff
BgtA-20506	NonEff	NonEff
Bgt-373	NonEff	NonEff
Bgt-4500	NonEff	NonEff
Bgt-4758	NonEff	NonEff
Bgt-20757-2	NonEff	NonEff
Bgt-51759	NonEff	NonEff
Bgt-51757	NonEff	NonEff
Bgt-3586	NonEff	NonEff
Bgt-3797	NonEff	NonEff
Bgt-874	NonEff	NonEff
Bgt-4792	NonEff	NonEff
Bgt-4956	NonEff	NonEff
Bgt-531	NonEff	NonEff
Bgt-1856	NonEff	NonEff
Bgt-4549	NonEff	NonEff
Bgt-2698	NonEff	NonEff
Bgt-5329	NonEff	NonEff
Bgt-4879	NonEff	NonEff
BgtAc-30022	NonEff	NonEff
Bgt-3563	NonEff	NonEff
Bgt-5342	NonEff	NonEff
Bgt-4222	NonEff	NonEff
Bgt-3051	NonEff	NonEff
Bgt-4198	NonEff	NonEff
Bgt-4960	NonEff	NonEff
Bgt-4210	NonEff	NonEff
Bgt-5325	NonEff	NonEff
Bgt-4106	NonEff	NonEff
Bgt-4206	NonEff	NonEff
Bgt-4121	NonEff	NonEff
Bgt-4125	NonEff	NonEff
BgtASP-21188	NonEff	NonEff
Bgt-3409	NonEff	NonEff
Bgt-2415	NonEff	NonEff
Bgt-2770	NonEff	NonEff
BgtAc-30940	NonEff	NonEff
Bgt-2771	NonEff	NonEff
Bgt-276	NonEff	NonEff
BgtA-20669	NonEff	NonEff
BgtA-21516	NonEff	NonEff
Bgt-4201	NonEff	NonEff
Bgt-4099	NonEff	NonEff
Bgt-4098	NonEff	NonEff
Bgt-776	NonEff	NonEff
Bgt-4097	NonEff	NonEff
Bgt-1552	NonEff	NonEff
Bgt-4203	NonEff	NonEff
Bgt-51516	NonEff	NonEff
Bgt-60046	NonEff	NonEff
Bgt-4197	NonEff	NonEff
Bgt-5081	NonEff	NonEff
Bgt-51515	NonEff	NonEff
Bgt-51514	NonEff	NonEff
Bgt-2991	NonEff	NonEff
Bgt-2992	NonEff	NonEff
Bgt-4584	NonEff	NonEff
Bgt-3236	NonEff	NonEff
BgtA-21123	NonEff	NonEff
BgtA-21122	NonEff	NonEff
Bgt-5052	NonEff	NonEff
Bgt-927	NonEff	NonEff
Bgt-2882	NonEff	NonEff
Bgt-518-2	NonEff	NonEff
Bgt-315	NonEff	NonEff
Bgt-4438	NonEff	NonEff
Bgt-2637	NonEff	NonEff
BgtA-21118	NonEff	NonEff
Bgt-1312	NonEff	NonEff
Bgt-4493	NonEff	NonEff
Bgt-51070	NonEff	NonEff
Bgt-3108	NonEff	NonEff
Bgt-1508	NonEff	NonEff
Bgt-2112	NonEff	NonEff
Bgt-3504	NonEff	NonEff
Bgt-5386	NonEff	NonEff
Bgt-1506-2	NonEff	NonEff
Bgt-1506	NonEff	NonEff
BgtA-21059	NonEff	NonEff
Bgt-2670	NonEff	NonEff
Bgt-2673	NonEff	NonEff
Bgt-20973	NonEff	NonEff
Bgt-3453	NonEff	NonEff
BgtA-21060	NonEff	NonEff
Bgt-51073	NonEff	NonEff
Bgt-5096	NonEff	NonEff
Bgt-4464-2	NonEff	NonEff
Bgt-4464	NonEff	NonEff
Bgt-3675	NonEff	NonEff
Bgt-2124	NonEff	NonEff
BgtA-20651	NonEff	NonEff
BgtASP-20650	NonEff	NonEff
Bgt-20455	NonEff	NonEff
Bgt-4274	NonEff	NonEff
Bgt-3322	NonEff	NonEff
Bgt-3323	NonEff	NonEff
BgtA-21341	NonEff	NonEff
BgtA-21342	NonEff	NonEff
Bgt-786	NonEff	NonEff
Bgt-679	NonEff	NonEff
Bgt-1640	NonEff	NonEff
BgtAc-30975	NonEff	NonEff
Bgt-4064	NonEff	NonEff
Bgt-142	NonEff	NonEff
Bgt-1639	NonEff	NonEff
Bgt-1635	NonEff	NonEff
Bgt-1314	NonEff	NonEff
Bgt-1638	NonEff	NonEff
Bgt-1638-2	NonEff	NonEff
Bgt-1638-3	NonEff	NonEff
BgtA-21167	NonEff	NonEff
BgtA-20765	NonEff	NonEff
BgtA-20764	NonEff	NonEff
Bgt-409	NonEff	NonEff
Bgt-1634	NonEff	NonEff
BgtA-21004	NonEff	NonEff
Bgt-3089	NonEff	NonEff
Bgt-51076	NonEff	NonEff
Bgt-5401	NonEff	NonEff
Bgt-20555	NonEff	NonEff
Bgt-416	NonEff	NonEff
Bgt-736	NonEff	NonEff
Bgt-2116	NonEff	NonEff
Bgt-1365	NonEff	NonEff
Bgt-4013-2	NonEff	NonEff
Bgt-4013	NonEff	NonEff
Bgt-1507	NonEff	NonEff
Bgt-677	NonEff	NonEff
Bgt-51079	NonEff	NonEff
Bgt-1509	NonEff	NonEff
Bgt-5380	NonEff	NonEff
Bgt-891	NonEff	NonEff
Bgt-3829	NonEff	NonEff
Bgt-245	NonEff	NonEff
Bgt-744	NonEff	NonEff
Bgt-4017	NonEff	NonEff
BgtA-20758	NonEff	NonEff
BgtA-20987	NonEff	NonEff
Bgt-4015	NonEff	NonEff
Bgt-1511	NonEff	NonEff
Bgt-20677	NonEff	NonEff
Bgt-3951	NonEff	NonEff
Bgt-51080	NonEff	NonEff
Bgt-394	NonEff	NonEff
Bgt-20567	NonEff	NonEff
Bgt-4843	NonEff	NonEff
BgtE-10138	NonEff	NonEff
Bgt-3634	NonEff	NonEff
Bgt-3629	NonEff	NonEff
Bgt-51085	NonEff	NonEff
Bgt-4411	NonEff	NonEff
Bgt-20264	NonEff	NonEff
Bgt-20264-2	NonEff	NonEff
BgtE-20084	NonEff	NonEff
BgtA-21286	NonEff	NonEff
Bgt-20278	NonEff	NonEff
Bgt-51082	NonEff	NonEff
Bgt-51081	NonEff	NonEff
Bgt-51084	NonEff	NonEff
Bgt-5295	NonEff	NonEff
Bgt-1554	NonEff	NonEff
Bgt-51234	NonEff	NonEff
Bgt-2823	NonEff	NonEff
Bgt-51233	NonEff	NonEff
Bgt-2074	NonEff	NonEff
BgtA-21028	NonEff	NonEff
BgtAc-31029	NonEff	NonEff
BgtA-20117	NonEff	NonEff
Bgt-2072	NonEff	NonEff
Bgt-328	NonEff	NonEff
Bgt-387	NonEff	NonEff
Bgt-452	NonEff	NonEff
Bgt-5336	NonEff	NonEff
Bgt-2065	NonEff	NonEff
Bgt-3122	NonEff	NonEff
Bgt-3125	NonEff	NonEff
Bgt-3117	NonEff	NonEff
Bgt-2616	NonEff	NonEff
Bgt-5102-2	NonEff	NonEff
Bgt-5102-3	NonEff	NonEff
Bgt-385	NonEff	NonEff
Bgt-646	NonEff	NonEff
Bgt-4875	NonEff	NonEff
Bgt-2075	NonEff	NonEff
Bgt-51231	NonEff	NonEff
Bgt-51230	NonEff	NonEff
Bgt-3637	NonEff	NonEff
Bgt-4725	NonEff	NonEff
Bgt-5290	NonEff	NonEff
Bgt-51228	NonEff	NonEff
BgtA-20751	NonEff	NonEff
Bgt-2587	NonEff	NonEff
Bgt-2590	NonEff	NonEff
Bgt-2593	NonEff	NonEff
BgtA-20441	NonEff	NonEff
Bgt-5094	NonEff	NonEff
BgtA-20442	NonEff	NonEff
Bgt-3388	NonEff	NonEff
Bgt-2604	NonEff	NonEff
Bgt-2597	NonEff	NonEff
Bgt-4882	NonEff	NonEff
BgtA-20443	NonEff	NonEff
Bgt-51227	NonEff	NonEff
Bgt-2615	NonEff	NonEff
Bgt-985	NonEff	NonEff
Bgt-60	NonEff	NonEff
Bgt-60-2	NonEff	NonEff
Bgt-431	NonEff	NonEff
Bgt-3078	NonEff	NonEff
Bgt-3077	NonEff	NonEff
Bgt-3076	NonEff	NonEff
Bgt-4012	NonEff	NonEff
Bgt-4012-2	NonEff	NonEff
BgtA-21458	NonEff	NonEff
Bgt-51225	NonEff	NonEff
Bgt-51217	NonEff	NonEff
Bgt-3806	NonEff	NonEff
Bgt-51220	NonEff	NonEff
Bgt-1346	NonEff	NonEff
Bgt-1347	NonEff	NonEff
Bgt-1345	NonEff	NonEff
BgtA-21271	NonEff	NonEff
BgtA-21270	NonEff	NonEff
Bgt-51215	NonEff	NonEff
Bgt-51216	NonEff	NonEff
BgtA-21163	NonEff	NonEff
Bgt-51213	NonEff	NonEff
Bgt-51212	NonEff	NonEff
Bgt-51613	NonEff	NonEff
Bgt-50551	NonEff	NonEff
Bgt-622-2	NonEff	NonEff
Bgt-3999	NonEff	NonEff
Bgt-355	NonEff	NonEff
Bgt-1000	NonEff	NonEff
BgtASP-20735	NonEff	NonEff
Bgt-2195	NonEff	NonEff
Bgt-2194	NonEff	NonEff
Bgt-2197	NonEff	NonEff
Bgt-20600	NonEff	NonEff
Bgt-3989	NonEff	NonEff
Bgt-50548	NonEff	NonEff
Bgt-3988	NonEff	NonEff
BgtAc-30716	NonEff	NonEff
Bgt-5045	NonEff	NonEff
Bgt-210	NonEff	NonEff
Bgt-3985	NonEff	NonEff
Bgt-1944	NonEff	NonEff
BgtA-20668	NonEff	NonEff
Bgt-933	NonEff	NonEff
Bgt-932	NonEff	NonEff
Bgt-50265	NonEff	NonEff
Bgt-1706	NonEff	NonEff
Bgt-1707	NonEff	NonEff
Bgt-4775	NonEff	NonEff
Bgt-717	NonEff	NonEff
Bgt-3491	NonEff	NonEff
Bgt-424	NonEff	NonEff
Bgt-1851	NonEff	NonEff
BgtA-20335	NonEff	NonEff
Bgt-1172	NonEff	NonEff
Bgt-20912	NonEff	NonEff
Bgt-1657	NonEff	NonEff
Bgt-1658	NonEff	NonEff
BgtA-20115	NonEff	NonEff
BgtAc-30114	NonEff	NonEff
Bgt-20778	NonEff	NonEff
Bgt-4801	NonEff	NonEff
Bgt-50280	NonEff	NonEff
Bgt-1662	NonEff	NonEff
Bgt-1775	NonEff	NonEff
Bgt-1950	NonEff	NonEff
Bgt-4285	NonEff	NonEff
Bgt-1717	NonEff	NonEff
Bgt-4396	NonEff	NonEff
